datetime,title,crime_type,address,zip
2015-07-29T23:30:00-04:00,Police: Gun suspect on bike tries to escape; pedals into back of a cruiser,Illegal gun possession,Parker St. and Annunciation Rd.,02120
2015-07-29T21:18:00-04:00,Two shot in Roxbury,Shooting,Townsend St. and Humboldt Ave.,02121
2015-07-29T19:10:00-04:00,Man stabbed with broken bottle in fight,Stabbing,Harvard St. and Franklin Hill Ave.,02124
2015-07-28T22:30:00-04:00,Woman shot in the chest at Normandy and Seaver,Murder,339 Seaver St.,02121
2015-07-27T17:00:00-04:00,Police hunt three for home invasion near Cleveland Circle,Home invasion,83 Englewood Ave.,02135
2015-07-27T08:30:00-04:00,Woman sexually attacked on East Boston Greenway,Sexual attack,Bremen St. and Sumner St.,02128
2015-07-27T00:10:00-04:00,Three shot in Mattapan,Shooting,17 Elizabeth St.,02126
2015-07-26T07:00:00-04:00,Two charged with Roxbury carjacking,Carjacking,Blue Hill Ave. and W. Cottage St.,02119
2015-07-25T21:25:00-04:00,Man stabbed in Dudley Square,Stabbing,Harrison Ave. and Ziegler St.,02119
2015-07-25T15:30:00-04:00,Two shot in Roxbury,Shooting,Homestead St. and Pleasanton St.,02121
2015-07-24T14:47:00-04:00,"Dorchester traffic stop ends with teen arrested for possession of a loaded gun, police say",Illegal gun possession,Roseland St and Santuit St.,02124
2015-07-24T13:25:00-04:00,Brighton Center bank held up,Bank robbery,414 Washington St.,02108
2015-07-23T19:26:00-04:00,"Police: Jackson Square fight ends with two under arrest, one with a gun, one with a knife",Illegal gun possession,284 Centre St.,02130
2015-07-22T18:55:00-04:00,Woman shot near Morton Street,Shooting,29 Wildwood St.,02124
2015-07-21T15:20:00-04:00,Shots fired in Roxbury,Gunfire,25 Fenno St.,02119
2015-07-21T13:00:00-04:00,Shots fired outside Morton Street train station,Gunfire,875 Morton St.,02126
2015-07-20T22:25:00-04:00,Shots fired near Columbia Road,Gunfire,9 Powellton Rd.,02121
2015-07-20T22:15:00-04:00,Shots fired on Intervale Street,Gunfire,89 Intervale St.,02121
2015-07-20T10:30:00-04:00,Man found shot to death in Roslindale,Murder,50 Brookway Rd.,02131
2015-07-19T22:40:00-04:00,Person shot at in Heath Street drive-by,Gunfire,154 Heath St.,02130
2015-07-19T12:55:00-04:00,Man carjacked at gunpoint in Roxbury,Carjacking,Juniper St. and Cedar St.,02119
2015-07-19T12:35:00-04:00,"Man fires gun repeatedly behind Roxbury school, walks away",Gunfire,Walnut Ave. and Westminster Ave.,02119
2015-07-17T23:55:00-04:00,Two shot in Dorchester,Shooting,Harvard St. and Gleason St.,02121
2015-07-17T23:15:00-04:00,Food-delivery guy carjacked at knifepoint in East Boston,Carjacking,Monmouth St. and Marion St.,02128
2015-07-17T20:00:00-04:00,Man shot in the arm in Egleston Square,Shooting,Dixwell St. and Columbus Ave.,02119
2015-07-16T23:30:00-04:00,Two shot on Mission Hill,Shooting,Horadan Way,02120
2015-07-15T23:10:00-04:00,"Man attacked, robbed elderly woman at Savin Hill T stop",Assault and battery,121 Savin Hill Ave.,02125
2015-07-14T22:20:00-04:00,Gunfire exchange between suspects and police in Dorchester,Gunfire,Bowdoin Ave. and Nottingham St.,02121
2015-07-14T19:40:00-04:00,Officer suffers head trauma in Mattapan incident,Assault and battery,85 Hiawatha Rd.,02126
2015-07-14T19:24:00-04:00,Police: Framingham man didn&#039;t have much time to enjoy the Mercedes SUV he carjacked in Bay Village,Carjacking,8 Church St.,02116
2015-07-14T18:50:00-04:00,Person shot in Mattapan church parking lot,Shooting,1500 Blue Hill Ave.,02126
2015-07-14T10:30:00-04:00,Person robbed by men with knife in Roslindale,Armed robbery,50-66 Clare Ave.,02131
2015-07-14T01:15:00-04:00,Man shot near Holborn Street murder scene,Shooting,22 Holborn St.,02121
2015-07-12T23:50:00-04:00,Two shot in Dorchester,Shooting,67 Washington St.,02135
2015-07-12T22:45:00-04:00,Person stabbed on Shawmut Avenue along Ramsay Park,Stabbing,Shawmut Ave. and Hammond St.,02118
2015-07-11T22:15:00-04:00,Man shot twice in the legs in Roxbury apartment,Shooting,Academy Terrace and Academy Rd.,02119
2015-07-11T17:55:00-04:00,Man shot to death in Ashmont,Murder,88 Bailey St.,02124
2015-07-11T02:14:00-04:00,Person robbed at gunpoint in South Boston,Armed robbery,E. 8 St. and K St.,02127
2015-07-10T16:50:00-04:00,Panic on the bus when man boards with what look like dozens of bullets strapped to his waist,Illegal ammunition possession,1-3 Franklin St.,02108
2015-07-08T07:30:00-04:00,"DA: Woman faces charges after shoving elderly woman, who falls, hits head in Chinatown",Assault and battery,Essex St. and Chauncy St.,02111
2015-07-07T03:00:00-04:00,Woman with shamrock tattoo sought for Dorchester bank robbery,Bank robbery,585 Columbia Rd.,02125
2015-07-06T22:40:00-04:00,Person stabbed on MBTA bus in Mattapan,Stabbing,Blue Hill Ave. and Walk Hill St.,02126
2015-07-06T21:45:00-04:00,Shots fired in Roxbury,Gunfire,15 St. Richard St.,02119
2015-07-06T03:30:00-04:00,Man shot in South Boston armed robbery,Shooting,128 Msgr O'Callaghan Way,02127
2015-07-04T22:45:00-04:00,"Another double shooting, another man dead",Murder,12 Holborn St.,02121
2015-07-04T22:00:00-04:00,Police hunt alleged gay basher in Kenmore Square attack,Assault and battery,Kenmore Square,02215
2015-07-04T18:15:00-04:00,Car hit by gunfire in Roxbury,Gunfire,124 Eustis St.,02119
2015-07-04T02:30:00-04:00,Woman knocked down by man who tried to drag her behind a building on Mission Hill,Assault and battery,Huntington Ave. and Colburn St.,02115
2015-07-02T23:00:00-04:00,Two shot in Roxbury; one dies,Murder,21 Greenville St.,02119
2015-07-01T20:50:00-04:00,Somebody stabbed on Seaver Street,Stabbing,331 Seaver St.,02121
2015-07-01T14:05:00-04:00,Man shot in Mattapan; suspect nabbed,Shooting,Fessenden St. and Norfolk St.,02126
2015-06-29T22:05:00-04:00,Shots fired in Dorchester,Gunfire,37 Kerwin St.,02124
2015-06-29T07:00:00-04:00,Police hunt man for two Mission Hill break-ins,Break in,43 Hillside St.,02120
2015-06-27T23:15:00-04:00,Shot fired in Jamaica Plain,Gunfire,48 Round Hill St.,02130
2015-06-27T13:00:00-04:00,Three children stabbed in Hyde Park home,Stabbing,1608 River St.,02136
2015-06-26T08:00:00-04:00,Mother&#039;s boyfriend charged with Bella&#039;s murder,Murder,Maxwell St.,02124
2015-06-25T00:10:00-04:00,"Police: North Station panhandler stabs man who wouldn&#039;t give him money, punches another",Assault and battery with a dangerous weapon,135 Causeway St.,02114
2015-06-24T22:50:00-04:00,Shots fired in Egleston Square,Gunfire,Waldren Rd. and Westminster Ave.,02119
2015-06-21T23:25:00-04:00,Shots fired on Maxwell Street in Dorchester,Gunfire,18 Maxwell St.,02124
2015-06-21T16:30:00-04:00,Police: Man went berserk with a hammer in South Boston until a cop took aim at him with a beanbag gun,Assault with a dangerous weapon,838 E. Broadway,02127
2015-06-21T03:00:00-04:00,Shots fired in Allston,Gunfire,150 Brighton Ave.,02134
2015-06-21T00:05:00-04:00,Dorchester party ends in gunfire; one car hit,Gunfire,89 Westville St.,02124
2015-06-20T20:50:00-04:00,Somebody stabbed on Linden Street in Allston,Stabbing,20 Linden St.,02134
2015-06-20T16:20:00-04:00,One shot in Uphams Corner,Shooting,Dudley St. and Nonquit St.,02125
2015-06-19T21:10:00-04:00,Person shot in Madison Park,Shooting,Kerr Way and Ruggles Street,02120
2015-06-19T14:40:00-04:00,Officers shoot man who came at them with a knife on the Silber Footbridge,Shooting,Silber Way and Back Street,02215
2015-06-16T20:45:00-04:00,Three shot in Dorchester,Shooting,64 Lawrence Ave.,02121
2015-06-16T13:10:00-04:00,"As cops are in a Dorchester apartment seizing a gun and drugs, they hear a knock at the door",Illegal gun possession,29 Cunningham St.,02125
2015-06-14T22:00:00-04:00,Leather District brawl ends with person hit in the head with a bottle,Assault and battery with a dangerous weapon,Lincoln St. and Beach St.,02111
2015-06-13T20:30:00-04:00,Man shot at Egleston Square party; homicide unit summoned,Shooting,30 Egleston St.,02130
2015-06-13T00:30:00-04:00,Person shot in Dorchester,Shooting,28 York St.,02121
2015-06-12T04:15:00-04:00,Person shot in lower Roxbury,Shooting,625 Shawmut Ave.,02118
2015-06-10T20:05:00-04:00,Teen shot in the head on Fuller Street in Dorchester,Murder,128 Fuller St.,02124
2015-06-10T17:20:00-04:00,Car shot in Dorchester; occupants not injured,Gunfire,Milton Avenue and Armandine St.,02124
2015-06-10T05:00:00-04:00,Man shot in early morning Ashmont robbery,Shooting,Bailey St. and Dorchester Ave.,02124
2015-06-09T18:44:00-04:00,Police: Teen with loaded gun in hand arrested after foot chase,Illegal gun possession,Winthrop St. and Greenville St.,02119
2015-06-06T20:35:00-04:00,Police: Gyrating man arrested at Back Bay station for indecent assault and battery,Indecent assault and battery,145 Dartmouth St.,02116
2015-06-06T03:42:00-04:00,"Police: Scooter driver, gun-packing passenger try to speed away from officers, fail",Illegal gun possession,Humboldt Ave. and Martin Luther King Blvd.,02119
2015-06-04T09:45:00-04:00,Man stabbed repeatedly at Hyde Park Avenue soccer field,Stabbing,Hyde park Ave. and Wyvern St.,02131
2015-06-02T17:30:00-04:00,Teen stabbed on Jones Hill in Dorchester,Stabbing,150 Hancock St. Dorchester,02125
2015-06-02T11:20:00-04:00,Charlestown bank held up,Bank robbery,437 Rutherford Ave.,02129
2015-06-02T06:59:00-04:00,"FBI, BPD shoot and kill suspect outside Roslindale drugstore; say he wouldn&#039;t drop large knife, but brother disputes that",Gunfire,4600 Washington St.,02131
2015-05-31T13:00:00-04:00,Shots fired on Roxbury street; car hit,Gunfire,44 Crawford St.,02121
2015-05-28T17:10:00-04:00,Alleged gunmen arrested in Hyde Park after foot chase through woods along Neponset River,Illegal gun possession,Fairmount Ave. and Nott St.,02136
2015-05-28T09:05:00-04:00,Police clear Downtown Crossing station of groping ninja threat,Indecent assault and battery,Washington St. and Summer St.,02108
2015-05-26T13:30:00-04:00,Somebody shot on Lyndhurst Street in Dorchester,Shooting,38 Lyndhurst St.,02124
2015-05-25T01:15:00-04:00,"Couple of guys fire guns in South Boston; guns recovered, guys still at large",Illegal gun possession,28 Gavin Way,02127
2015-05-25T01:15:00-04:00,Man shot in Bromley-Heath,Shooting,10 Bickford St.,02130
2015-05-24T16:15:00-04:00,Little kid shot while riding his bike in Dorchester,Shooting,"Bowdoin St, and Quincy St.",02125
2015-05-23T23:55:00-04:00,Four men with a shotgun burst into North End apartment,Armed home invasion,77 Endicott St.,02113
2015-05-23T22:50:00-04:00,Police: Tip leads to arrest of man with loaded gun outside Mattapan liquor store,Illegal gun possession,1633 Blue Hill Ave.,02126
2015-05-23T00:57:00-04:00,"Man shot repeatedly in Roxbury, dies",Murder,70 Weaver Way,02119
2015-05-22T23:00:00-04:00,Woman robbed at gunpoint in the South End,Armed robbery,92 Pembroke St.,02118
2015-05-21T23:50:00-04:00,Man seriously injured in Roslindale hit-and-run,Hit and run,4541 Washington St. Roslindale,02131
2015-05-21T21:00:00-04:00,Teen shot in the hand near Mattapan Square; car also shot up,Shooting,67 Rexford St.,02126
2015-05-21T16:55:00-04:00,Person shot at Ellington and Erie in Dorchester,Shooting,Ellington St. and Erie St.,02121
2015-05-19T01:55:00-04:00,Somebody stabbed in the head at Dacia and Dewey streets,Stabbing,Dacia St. and Dewey St.,02125
2015-05-18T22:20:00-04:00,"Woman attacked, mugged at Savin Hill T stop",Assault and battery,Sydney St. and Savin Hill Ave.,02125
2015-05-18T21:20:00-04:00,Man found shot in the leg in Hyde Park,Shooting,10 Damon Pl.,02136
2015-05-17T02:00:00-04:00,"Police: Nine arrested, three guns seized in closing-time gang melees outside Theater District club",Assault and battery with a dangerous weapon,51 Stuart St.,02116
2015-05-16T22:20:00-04:00,Man robbed at the point of a gun and a Taser in the Fenway,Armed robbery,Park Dr. and Jersey St.,02215
2015-05-15T18:10:00-04:00,"Police: Masshole flashes gun in Tremont Street traffic dispute; unfortunately for him, the other guy was a plainclothes cop",Illegal gun possession,172 Tremont St.,02111
2015-05-15T15:30:00-04:00,Somebody stabbed in brawl on Orange Line platform at Downtown Crossing,Stabbing,Washington St. and Winter St.,02108
2015-05-13T15:00:00-04:00,Police: Man operating a Home Depot cart under the influence pulls a knife,Assault with a dangerous weapon,5 Allstate Rd.,02125
2015-05-13T09:30:00-04:00,Police: Officers arrest man running away from them with a loaded gun without firing a shot,Illegal gun possession,96 Harvard St.,02124
2015-05-12T02:10:00-04:00,East Boston man charged as drunk driver after Riverway crash that critically injured a passenger,OUI,Brookline Ave. and Riverway,02215
2015-05-11T11:05:00-04:00,Man shot in Dorchester last week arrested for gun possession this week,Illegal gun possession,75 Wayland St.,02125
2015-05-09T11:34:00-04:00,Pack of droogs hunted for weekend attack in South Boston,Assault and battery with a dangerous weapon,K St. and Emerson St.,02127
2015-05-08T23:45:00-04:00,Man in car shot in the chest on Dorchester street,Shooting,12 McLellan St.,02121
2015-05-08T14:35:00-04:00,Man stabbed in Dudley Square,Stabbing,154 Dudley St.,02119
2015-05-08T10:46:00-04:00,Car has window shot out in Roxbury,Gunfire,Gerard St. and Island St.,02119
2015-05-07T21:30:00-04:00,Teens attack two on the Common; two arrested,Assault and battery with a dangerous weapon,Park St. and Tremont St.,02108
2015-05-07T18:35:00-04:00,Dorchester man arrested with loaded gun in Roslindale,Illegal gun possession,Brookway Rd. and Elven Rd.,02131
2015-05-07T04:00:00-04:00,"Man shot in the chest in Roxbury, dies",Murder,67 Winthrop St.,02129
2015-05-05T12:40:00-04:00,Police: Three teens who mugged man at Back Bay T stop quickly apprehended,Unarmed robbery,145 Dartmouth St.,02116
2015-05-05T04:15:00-04:00,Person shot in Roslindale,Shooting,117 Sycamore St.,02131
2015-05-04T16:15:00-04:00,More sexual assaults reported in Allston,Indecent assault and battery,Ashford St. and Chester St.,02134
2015-05-03T20:05:00-04:00,Man shot in Dorchester,Shooting,139 Washington St.,02135
2015-05-03T19:45:00-04:00,Man shot in Dorchester,Shooting,Hancock St. and Trull St.,02125
2015-05-02T15:35:00-04:00,Person shot on Walnut Avenue in Roxbury,Shooting,Walnut Ave. and Bower St.,02119
2015-05-02T01:00:00-04:00,Police hunt Allston butt grabber,Indecent assault and battery,80 Gardner St. Allston,02134
2015-05-01T19:48:00-04:00,Police: Officers arrest man with loaded gun after foot chase,Illegal gun possession,Mt. Pleasant Ave. and Forest St.,02119
2015-05-01T01:25:00-04:00,Police: Drug dealer in pajama pants sticks up man at Dorchester ATM,Armed robbery,572 Columbia Rd.,02125
2015-04-28T17:55:00-04:00,Teen shot on River Street in Mattapan,Shooting,130 River St.,02126
2015-04-27T18:00:00-04:00,Police issue BOLO for guy who keeps holding up the flower stand at Back Bay station,Armed robbery,145 Dartmouth St.,02116
2015-04-27T10:17:00-04:00,Woman shot in Roxbury,Shooting,Warren St. and Copeland St.,02119
2015-04-24T23:15:00-04:00,Man shot several times in Mattapan,Shooting,River St. and Groveland St.,02126
2015-04-23T14:30:00-04:00,"Police: Springfield crack dealer picks up where he left off in Boston, gets arrested",Illegal drug possession,44 Arbutus St.,02124
2015-04-22T18:00:00-04:00,Three in custody after gunfire and chase down Blue Hill Avenue and Babson Street,Gunfire,8 Johnston Rd.,02124
2015-04-21T19:05:00-04:00,"Man stabbed, bicycle stolen outside Dorchester convenience store",Stabbing,187 E. Cottage St.,02125
2015-04-21T11:00:00-04:00,"Loaded, cocked gun found at Jamaica Plain playground",Found gun,435 Walnut Ave.,02119
2015-04-18T01:00:00-04:00,Police stop car near Egleston Square for broken tail light; arrest occupants for loaded guns,Illegal gun possession,2044 Columbus Ave.,02119
2015-04-17T18:25:00-04:00,Man stabbed in Dorchester,Stabbing,Harvard St. and Gleaon St.,02121
2015-04-16T15:08:00-04:00,"Police: Officers subdue, arrest gunman without shooting him",Illegal gun possession,30 Harold St.,02119
2015-04-12T21:50:00-04:00,Man shot in Dorchester,Shooting,Norton St. and Bowdoin St.,02122
2015-04-12T17:05:00-04:00,Gun battle erupts near Roxbury playground filled with kids; one arrest made,Gunfire,135 Humboldt Ave.,02121
2015-04-12T01:10:00-04:00,Police: Quincy man was loaded for bear while driving around Dorchester early Sunday,Illegal gun possession,51 Sumner St.,02125
2015-04-10T21:10:00-04:00,Man shot in the head with a BB gun in robbery attempt behind Hyde Park restaurant,Shooting,81 Fairmount Ave.,02136
2015-04-09T15:45:00-04:00,Two shot on Roxbury street,Shooting,30 Wabon St.,02121
2015-04-09T13:15:00-04:00,Police: Man began punching one woman on an Orange Line train after exposing himself to another,Assault and battery,Washington St. and Essex St.,02116
2015-04-08T20:20:00-04:00,Man shot in Dorchester last month has died,Murder,50 Richfield St.,02125
2015-04-08T13:45:00-04:00,"Cambridge man stopped for excessive window tinting, not signaling, arrested on gun, drug charges in Roxbury",Illegal gun possession,Prentiss St. and Parker St.,02120
2015-04-08T10:00:00-04:00,"Police: Girl brought pink taser, knife to school",Illegal knife possession,131 Walnut Ave.,02119
2015-04-07T19:25:00-04:00,Dudes try to escape police on the skateboards they allegedly used to smash somebody in the face,Assault and battery with a dangerous weapon,830 Haymarket Square,02114
2015-04-06T21:20:00-04:00,Person shot in the leg at Dacia and Quincy streets in Dorchester,Shooting,15 Dacia St.,02125
2015-04-04T18:00:00-04:00,Roslindale market held up at knifepoint,Armed robbery,229 Florence St.,02131
2015-04-04T00:05:00-04:00,Man stabbed in the arm in Dorchester,Stabbing,Evans St. and Dyer St.,02124
2015-04-03T23:25:00-04:00,Roxbury gun battle on wheels ends with two in the hospital,Shooting,105 George St.,02119
2015-04-03T15:45:00-04:00,"Police: Roslindale traffic stop ends with two arrested, loaded gun, heroin seized",Illegal gun possession,Cornell St. and Colberg Ave.,02131
2015-04-03T02:24:00-04:00,"Man learns nobody likes a smartass, especially not at 2:20 a.m. in a convenience store in JP",Assault with a dangerous weapon,684 Centre St.,02130
2015-04-02T18:08:00-04:00,Cars shot in Dorchester,Gunfire,15 Cunningham St.,02125
2015-04-01T21:40:00-04:00,Police: Sleeping Orange Line rider attacked T worker who woke him up at Forest Hills,Assault and battery,Washington St. and New Washington St.,02130
2015-04-01T20:05:00-04:00,Police hunt man for sexual assault on girl at East Boston supermarket,Indecent assault and battery,246 Border St.,02128
2015-04-01T17:30:00-04:00,"Spitty in the city: Woman sought for attacking T bus driver with saliva, blunt object",Assault and battery,Columbia Rd. and Annabel St.,02125
2015-03-31T13:10:00-04:00,Two Dorchester schools put in safe mode as police hunt man with gun,Illegal gun possession,Normandy St. and Intervale St.,02121
2015-03-31T11:45:00-04:00,Man found shot to death in building on fire,Murder,332 Harvard St.,02124
2015-03-30T22:30:00-04:00,Woman robbed at knifepoint outside Green Street T station,Armed robbery,Green St. and Amory St.,02130
2015-03-29T22:51:00-04:00,Police use beanbag gun to subdue woman who&#039;d just stabbed a four-year-old in East Boston,Assault and battery with a dangerous weapon,106 Paris St.,02128
2015-03-28T23:10:00-04:00,"Shots fired on Draper Street, Dorchester",Gunfire,134 Draper St.,02122
2015-03-28T21:45:00-04:00,Police investigate two armed muggings in the South End,Armed robbery,Tremont St. and W. Newton St.,02118
2015-03-28T20:45:00-04:00,Another woman robbed by a teen in the South End on Saturday; police followed tracking software to suspect,Unarmed robbery,Shawmut Ave. and Waltham St.,02118
2015-03-28T20:40:00-04:00,Woman shot while sitting in Dorchester apartment holding her baby,Shooting,Senator Bolling Cir,02124
2015-03-27T23:25:00-04:00,Man stabbed in Jamaica Plain,Stabbing,75 Seaverns St.,02130
2015-03-27T18:40:00-04:00,Cop shot in face during Roxbury traffic stop; suspect shot dead,Shooting,Humboldt Ave. and Ruthven St.,02121
2015-03-27T14:42:00-04:00,Man shot repeatedly in Roxbury,Shooting,Terrace St. and New Cedar St.,02120
2015-03-27T14:40:00-04:00,Gunfire erupts near Roxbury Crossing T stop,Gunfire,100 Terrace St.,02120
2015-03-27T14:15:00-04:00,Roslindale credit union held up by man without a belt,Bank robbery,10 Corinth St.,02131
2015-03-27T10:37:00-04:00,Chinatown bank robbed,Bank robbery,621 Washington St.,02111
2015-03-27T08:25:00-04:00,Police: Motorist stops to confront man who seemed to have just fired a gun in Mattapan,Illegal gun possession,5 Elizabeth St.,02126
2015-03-26T04:15:00-04:00,Scruffy hoodie fan sought for downtown bank robbery,Bank robbery,63 Franklin St.,02110
2015-03-23T22:00:00-04:00,Man shot near LoPresti Park in East Boston,Shooting,Sumner St. and Liverpool St.,02128
2015-03-22T12:02:00-04:00,Teen charged with two armed robberies of Blue Hill Avenue convenience store,Armed robbery,646 Blue Hill Ave.,02121
2015-03-21T18:35:00-04:00,Police: 14-year-old on scooter arrested with high-capacity gun,Illegal gun possession,Johnston Rd.,02124
2015-03-21T16:15:00-04:00,Police: Expired inspection sticker trips up guy driving in Charlestown with a loaded gun,Illegal gun possession,Alford St.,02129
2015-03-21T15:56:00-04:00,Gunfire on Ruggles Street,Gunfire,290 Ruggles St.,02120
2015-03-21T01:10:00-04:00,"Police: Hapless gunman slips and falls twice during chase, gets arrested",Illegal gun possession,Woodrow Ave. and Ballou Ave.,02124
2015-03-19T21:40:00-04:00,Man found stabbed on South Street in Jamaica Plain,Stabbing,South St. and Jamaica St.,02130
2015-03-19T17:40:00-04:00,Police: Teen in a ski mask was packing a loaded gun,Illegal gun possession,Glenway St. and Bradshaw St.,02121
2015-03-19T12:50:00-04:00,"Police say Four Corners raid yields drugs, assault rifle, money",Illegal drug possession,14 Rosseter St.,02121
2015-03-18T13:00:00-04:00,Daylight shooting in Roxbury sends one to the hospital,Shooting,Humboldt Ave. and Hutchings St.,02121
2015-03-17T14:20:00-04:00,Knifepoint robbery behind the O&#039;Bryant School,Armed robbery,55 Malcolm X Blvd.,02120
2015-03-15T19:00:00-04:00,Two stabbed at South Station,Stabbing,Essex St. and Atlantic Ave.,02110
2015-03-15T03:50:00-04:00,Two shot in Hyde Park; one dead,Murder,23 Lincoln St.,02111
2015-03-14T22:05:00-04:00,Man shot in the leg in Hyde Park,Shooting,Hyde Park Ave. and Greenwood St.,02136
2015-03-14T15:45:00-04:00,Man shot to death in possible road-rage incident on Dudley Street,Murder,571 Dudley St.,02125
2015-03-14T14:15:00-04:00,Police: Panhandler displayed gun when rebuffed at Roxbury Crossing; says he was just joshing,Armed robbery,Tremont St. and Columbus Ave.,02120
2015-03-14T03:00:00-04:00,Man stabbed in Roslindale; in critical,Stabbing,4165 Washington St.,02131
2015-03-14T03:00:00-04:00,Chinatown brawl ends with man stabbed,Stabbing,Essex St. and Chauncy St.,02111
2015-03-13T23:35:00-04:00,"Car, apartment building come under fire in Mattapan",Gunfire,Babson St. and Fremont St.,02126
2015-03-13T21:20:00-04:00,Windows shot at Columbus and Amory,Gunfire,Columbus Ave. and Amory St.,02119
2015-03-13T13:20:00-04:00,Food-delivery guy robbed in Hyde Park,Armed robbery,700 Beechmont St.,02136
2015-03-12T21:55:00-04:00,Man stabbed in Mattapan Square,Stabbing,1633 Blue Hill Ave.,02126
2015-03-12T00:20:00-04:00,Man shot in Dorchester drive-by,Shooting,Barry St. and Quincy St.,02125
2015-03-11T21:54:00-04:00,"Third food-delivery driver robbed at Codman Square house, but this time they only took his food",Armed robbery,25 Regina Rd.,02124
2015-03-10T18:12:00-04:00,Guy with knife tries holding up Fenway pizza place,Attempted armed robbery,82 Westland Ave.,02115
2015-03-09T22:40:00-04:00,Police say food deliverers would do well to avoid 25 Regina Rd. in Dorchester,Armed robbery,25 Regina Rd.,02124
2015-03-08T11:40:00-04:00,Man steals car in East Boston with young boy inside,Kidnapping,Bennington St. and Porter St.,02128
2015-03-07T02:00:00-05:00,Man shot in Dartmouth Street robbery,Shooting,102 Datmouth St.,02116
2015-03-06T12:50:00-05:00,"Police: Raid on Hyde Park house ends with five arrests and seizure of drugs, cash",Illegal drug possession,254 Austin St.,02136
2015-03-05T04:00:00-05:00,"Police raid Roslindale house linked to drug sales, gang violence; arrest one, seize gun, ammo, marijuana",Illegal gun possession,10 Lesher St.,02131
2015-03-03T19:13:00-05:00,Minister who was also administrator at two BPS schools charged with shooting teen,Shooting,100 Magazine St.,02119
